1011,"Küsnacht ZH, Goldbacherstrasse",8576207,686309,242668
1012,"Zürich, Goldbrunnenplatz",8502572,681197,247192
1013,"Zollikon, Goldhaldenplatz",8576205,686091,243298
1015,"Mönchaltorf, Gossauerstrasse",8576032,697225,240681
1016,"Turbenthal, Gosswil",8573639,708384,251962
1018,"Kilchberg, Gottlieb-Binder",8590675,683474,241932
1019,"Winterthur, Gotzenwil",8573662,700858,258912
1020,"Winterthur, Grafenstein",8590946,694935,261525
1021,"Grafstal, Unterdorf",8503374,695233,255698
1022,"Kloten, Graswinkel",8580433,687317,256217
1023,"Greifensee, Schiffstation",8530648,693401,246701
1025,"Rapperswil SG, Greithstrasse",8591749,705167,231574
1026,"Zürich, Grimselstrasse",8591165,679391,248991
1027,"Hausen am Albis, Grindlen",8573169,682272,233128
1028,"Geroldswil, Grindlen",8590615,673635,252226
1029,"Opfikon, Grossacker",8590747,686047,253510
1030,"Uetikon am See, Grossdorf",8576086,693503,235799
1031,"Kloten, Grubenstrasse",8576155,687858,255853
1032,"Winterthur, Grubenstrasse",8580264,699919,262686
1033,"Rüti ZH, Gruebenplatz",8588039,707142,234417
1034,"Wettswil a. A., Grund",8573713,678286,242822
